case_id,gps_nac_adopter,survey_source,home,state,age_binned,educ_binned,f1,f2,trig1,trig3,trig2,trig4,n1,n2,n3,f3,f4,cijm1,cijm2,cijm3,cns1,cns2,cns4,vb1,vb2,vb3,va1,va2,va3,vt1,vt2,vt3,ve1,ve2,ve4,vo1,vo2,vo3,pn1,pn2,pn3,e2,bte7,bb1,bb2,bb3,bte8,be13,be10,co3,be11,m3,bo15,bte9,pbc7,pbc9,m2,pbc3,m4,pbc5,m1,tru5,tr1,tr2,tr3,dep1,dep2,dep3,m6,suit1,suit2,o3,sn1,sn4,sn5,dv1,dv2,dv3,dv4,dv7,int_q1,int_q2,int_q3,int_q4,int_q5,int_q6,int_q7,tr_gov,tr_comp,tr_trade,tr_util,tr_online,tr_frfam,tr_neighb,tr_envorg,tr_univ,inv_neighfr,inv_party,inv_onlinecust,inv_onlinevideo,inv_reviews,inv_facebk,inv_govtweb,winter_nopv_binned,summer_nopv_binned,bills,power,stance,social,econ,cityyrs_binned,hmyrs_1_text,sqft_binned,gender,people_tot_3plus,have_kids,employ_1,employ_2,employ_5,retired,financial,income_binned
53,true,true,2,2,2,2,false,true,false,true,true,false,false,false,true,0,true,3,3,2,5,4,4,5,5,4,5,5,5,5,5,3,3,3,2,3,3,4,5,5,3,5,4,4,98,5,5,4,4,4,98,1,1,1,1,98,98,98,98,98,98,4,4,3,2,98,2,98,98,2,98,1,98,98,5,5,4,5,5,5,4,4,4,4,4,4,4,3,3,3,2,4,4,4,4,5,5,5,5,3,4,3,3,6,6,4,2,2,2,2,2,25,3,0,true,1,true,false,false,false,2,1
54,true,true,1,3,2,2,false,true,false,false,false,false,true,false,true,1,false,3,3,4,2,2,3,2,3,2,2,2,2,4,3,3,3,3,3,2,4,3,3,3,3,2,3,3,2,3,3,3,4,3,3,3,2,2,2,2,2,3,3,4,2,4,2,4,2,3,2,3,2,1,2,2,3,1,3,4,4,3,4,3,3,3,3,4,3,2,3,3,3,3,2,3,3,3,3,4,4,3,3,3,3,3,2,2,3,3,2,3,96,96,5,30,2,0,false,0,true,false,false,false,3,4
55,true,true,1,4,2,2,true,true,false,true,true,true,true,false,false,0,false,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,4,4,4,3,3,3,3,2,2,4,4,4,98,4,3,3,3,4,98,2,4,4,4,2,4,4,4,4,4,4,98,4,4,2,98,2,3,2,3,2,4,4,2,3,2,3,2,3,1,3,2,3,1,2,1,1,2,3,3,1,1,3,1,2,2,2,2,1,9,6,4,2,4,4,5,5,30,2,0,true,1,true,false,false,false,2,3
56,true,true,1,4,1,2,false,false,false,true,true,true,true,false,false,1,false,3,3,4,4,3,4,3,3,3,4,3,2,5,5,3,4,3,4,4,5,4,3,2,3,1,3,3,1,2,3,2,3,3,3,1,4,4,5,3,5,4,4,4,3,5,3,4,4,3,4,5,1,2,3,2,3,4,3,2,2,2,4,2,3,3,2,2,3,2,2,3,3,2,3,3,5,4,2,3,2,2,2,1,2,2,1,6,7,3,3,5,5,5,8,20,3,1,false,0,false,false,false,true,2,2
57,true,true,1,4,4,4,true,false,false,true,true,true,false,true,false,1,false,4,4,3,1,1,1,3,3,2,5,3,5,2,5,3,1,3,3,2,2,3,4,3,3,4,1,2,3,3,2,3,3,1,3,4,3,3,1,4,2,4,3,3,2,5,5,5,4,3,4,3,1,1,1,1,98,1,98,4,4,2,3,1,1,2,1,2,2,1,2,3,2,2,2,3,3,2,3,4,3,1,2,2,3,1,2,5,5,3,1,90,96,96,6,15,2,0,false,0,false,false,false,true,1,95
58,true,true,1,3,4,3,true,true,true,true,true,true,true,true,true,1,false,4,4,3,2,2,2,4,4,3,3,2,3,4,4,4,2,3,3,3,2,3,4,4,4,4,3,4,4,4,4,3,3,4,3,2,2,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,2,2,1,2,3,2,3,4,4,4,4,3,4,4,4,4,4,4,4,3,2,2,2,3,3,4,2,3,5,5,3,1,3,1,2,3,6,3,2,2,2,4,4,10,2,0,false,0,false,false,false,true,1,1
59,true,true,1,4,3,3,true,true,false,true,true,false,false,true,false,1,false,5,5,4,2,2,3,5,0,4,5,4,5,1,4,2,1,2,2,2,2,5,4,5,4,5,4,4,5,4,4,4,4,4,4,2,2,4,4,4,98,4,3,4,3,5,4,5,4,98,3,4,1,4,1,4,4,4,4,5,5,2,5,1,5,5,5,4,5,5,4,3,3,3,1,5,4,4,4,3,5,2,4,2,5,1,3,5,11,4,2,2,1,2,5,6,1,1,false,0,false,false,false,true,1,4
60,true,true,1,4,4,2,true,false,false,true,true,false,false,false,false,0,false,4,4,3,2,4,4,5,5,5,4,4,5,4,5,5,3,3,4,3,4,4,4,4,5,5,4,4,4,5,5,4,3,4,3,3,4,98,4,98,98,5,3,5,98,5,4,4,4,3,5,5,3,4,3,1,4,3,4,4,4,4,4,98,5,3,2,4,5,5,5,4,3,3,4,4,5,4,4,4,3,2,4,4,5,3,4,2,2,4,1,97,3,4,2,30,1,1,true,0,false,false,false,true,3,1
61,true,true,1,1,3,2,true,false,false,false,false,false,false,false,false,0,false,5,5,5,2,2,2,4,4,4,5,4,4,4,5,5,3,4,3,2,2,2,4,4,4,5,98,98,98,98,4,5,3,98,5,98,3,98,5,98,98,98,3,98,3,3,4,4,4,98,3,98,2,2,2,2,4,2,4,2,2,1,2,1,2,1,1,1,2,2,1,4,3,3,3,4,5,4,4,4,3,1,2,3,2,2,2,6,7,2,2,4,4,4,7,1,3,1,,99,false,false,false,true,1,4
62,true,true,2,4,4,1,false,false,false,true,true,false,false,false,false,0,false,4,4,3,3,2,3,3,4,3,5,4,5,5,5,3,3,3,2,3,3,3,2,3,4,4,98,4,4,4,4,4,4,98,3,98,4,4,4,4,98,98,4,98,4,4,4,5,4,98,98,4,2,1,1,2,98,98,98,4,5,98,4,2,4,4,4,4,4,4,4,4,3,4,3,2,4,3,3,4,5,4,4,4,4,2,4,2,2,3,1,3,3,3,7,10,2,1,false,0,false,false,false,true,1,1
63,true,true,1,4,4,2,true,true,true,true,true,false,true,false,true,0,true,5,4,4,3,3,4,4,5,4,5,5,5,5,5,5,5,5,4,5,5,4,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,5,4,4,5,2,5,3,4,3,4,4,2,4,5,3,4,3,3,4,4,3,98,3,3,98,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,3,1,2,2,2,1,1,3,5,3,1,4,4,4,6,10,2,1,false,0,false,false,true,false,1,4
64,true,true,1,2,2,4,true,false,false,true,false,false,false,false,false,1,false,4,3,4,2,3,3,4,4,3,4,4,3,4,5,4,3,2,3,2,4,4,4,4,4,5,2,5,4,5,5,3,4,4,2,2,4,3,5,2,3,4,4,3,4,4,4,4,3,4,3,2,3,2,3,1,3,2,4,5,5,4,3,1,2,3,2,4,5,4,5,2,3,3,1,4,4,4,3,2,4,2,3,2,3,1,4,3,5,4,2,3,2,4,2,5,4,0,false,0,true,false,false,false,1,5
65,true,true,1,4,1,2,true,true,false,true,false,false,false,false,false,0,false,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,3,3,4,4,4,5,3,4,5,4,3,3,3,4,4,3,4,3,4,4,4,5,4,4,4,5,3,5,3,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,3,3,3,3,2,2,2,4,4,4,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,5,3,2,1,4,3,4,7,20,1,1,false,0,false,false,true,false,3,2
66,true,true,1,2,4,1,false,false,false,true,true,true,false,false,false,0,false,4,4,4,3,3,3,4,3,3,5,4,4,4,5,4,2,3,3,2,4,3,2,3,3,4,4,5,2,4,4,5,5,4,5,1,3,2,3,2,2,3,4,4,4,3,4,4,4,2,3,3,2,1,2,2,3,2,4,4,4,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,6,6,4,3,3,3,3,6,20,1,0,false,0,false,false,false,true,2,2
67,true,true,1,1,1,2,false,true,false,true,false,true,true,false,false,0,false,5,4,3,4,4,4,5,4,4,3,4,4,5,4,3,5,3,2,4,4,4,3,2,5,2,3,2,1,3,4,4,4,3,3,3,3,2,4,3,3,3,4,4,4,4,4,3,4,4,4,4,5,3,3,4,4,4,5,3,4,4,4,3,4,5,4,4,5,4,4,3,4,4,5,5,5,4,4,3,4,3,3,3,4,3,4,5,7,3,2,4,4,4,1,10,4,0,false,0,false,true,false,false,2,1
68,true,true,1,4,2,2,true,false,false,true,true,false,false,true,false,1,false,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,3,4,3,5,5,4,3,3,3,3,4,4,2,4,4,3,4,4,4,3,2,2,2,3,3,4,3,3,4,4,3,4,4,3,3,3,1,2,1,1,3,2,4,4,4,4,3,3,4,4,4,1,5,5,5,2,3,3,3,4,5,5,4,4,5,2,4,4,4,3,3,4,5,2,2,4,4,4,5,5,2,0,false,0,true,false,false,false,1,2
69,true,true,1,2,3,2,false,false,false,false,false,false,false,false,false,0,false,3,3,3,2,2,2,3,4,3,4,3,3,5,5,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,2,3,2,3,98,98,4,3,98,3,4,4,4,4,98,3,3,5,3,5,3,3,2,4,3,4,3,2,1,3,1,2,1,2,2,2,2,2,2,2,2,4,3,2,2,5,1,2,2,4,2,2,3,3,4,1,3,96,4,8,30,1,1,false,0,false,false,false,true,1,95
70,true,true,1,4,1,4,true,true,true,true,false,false,true,true,true,0,false,4,4,3,3,3,4,5,5,5,5,5,5,5,5,4,2,4,3,4,4,4,5,5,4,5,4,5,5,4,5,5,5,4,4,2,2,2,3,2,2,3,3,3,2,4,3,4,3,4,2,3,3,3,3,2,3,2,4,4,4,4,5,4,4,4,4,4,4,4,4,2,3,3,3,4,3,3,4,3,3,4,4,4,4,4,4,3,3,3,5,1,1,1,2,30,4,1,true,1,true,false,false,false,1,3
71,true,true,1,3,3,2,true,true,true,true,true,true,true,true,true,0,false,4,4,4,2,2,3,5,5,3,5,5,5,5,5,5,5,3,2,3,4,4,4,4,2,5,98,4,5,5,2,2,2,5,5,1,2,1,3,3,5,5,5,5,5,5,5,5,3,3,5,5,1,1,1,2,4,2,4,4,4,3,5,2,5,5,5,5,5,5,5,3,2,3,1,4,4,4,2,4,5,4,5,3,5,1,3,7,7,4,2,3,2,3,2,6,3,0,true,0,false,false,false,false,4,1
72,true,true,1,2,1,2,false,true,false,false,false,false,false,false,false,0,false,4,1,3,1,1,1,3,1,1,3,3,1,2,5,3,2,1,3,1,3,2,1,1,1,1,2,1,1,3,1,3,4,3,3,4,2,3,3,5,1,5,3,5,3,5,1,1,4,2,5,4,2,2,4,1,3,1,3,3,2,4,3,1,3,3,1,4,4,1,3,1,2,1,1,3,4,3,1,2,1,1,3,1,3,1,1,5,4,3,2,90,98,98,3,20,1,0,true,1,true,false,false,false,3,3
73,true,true,1,1,2,4,true,true,false,true,false,false,false,false,false,0,false,3,3,3,3,2,3,1,1,1,3,2,3,3,3,1,4,1,4,3,3,3,1,2,1,3,5,4,3,5,5,5,5,5,5,2,2,2,3,3,3,5,3,5,3,5,5,5,5,4,4,4,1,1,1,1,3,3,3,5,5,3,5,1,4,1,3,3,4,1,4,2,1,2,2,1,4,4,1,3,5,3,3,2,1,1,1,5,7,3,1,3,98,4,7,5,4,0,false,0,true,false,false,false,3,2
74,true,true,1,1,1,4,true,true,true,true,true,false,true,true,false,0,true,4,4,4,5,5,4,4,5,4,5,5,5,5,5,2,4,3,3,4,5,5,3,4,3,4,98,4,98,4,98,98,4,98,98,4,2,3,4,98,98,4,98,4,3,5,98,5,2,98,4,5,98,5,4,1,5,1,4,5,5,4,5,98,2,2,3,2,4,4,3,4,4,4,4,4,4,4,4,4,4,2,5,5,2,5,5,6,3,3,5,97,98,98,1,5,1,1,false,0,true,false,false,false,3,1
75,true,true,1,2,1,3,true,true,true,true,true,false,true,true,true,0,true,3,3,3,3,3,3,1,0,1,5,2,5,5,5,5,3,2,3,3,3,3,1,1,1,1,98,1,1,1,98,98,98,98,3,3,3,98,3,4,4,4,3,3,3,5,4,5,4,3,5,5,2,2,3,1,3,2,3,4,4,3,3,3,3,1,1,2,4,1,4,2,1,1,2,2,4,3,1,1,3,1,2,1,1,1,1,6,8,5,4,4,4,4,2,10,3,1,true,1,false,true,false,false,3,3
76,true,true,1,4,2,1,true,false,false,true,false,false,false,false,false,0,false,4,4,3,2,2,2,2,2,1,5,0,4,5,5,3,3,3,4,3,4,3,2,3,3,2,2,1,2,2,3,2,3,2,1,3,3,3,3,4,3,4,4,2,4,4,3,3,4,3,4,4,3,3,3,3,2,2,3,4,4,3,3,1,2,1,1,1,2,1,2,1,1,1,2,2,3,2,1,1,2,1,1,1,1,1,1,3,3,3,1,5,5,5,5,5,1,0,false,0,true,false,false,false,1,5
77,true,true,1,3,2,4,false,false,false,false,false,false,false,true,false,0,false,2,2,3,1,1,2,4,4,4,5,5,5,4,4,4,3,2,2,4,4,4,3,3,4,4,3,4,3,4,3,3,2,3,3,2,3,2,4,4,3,3,4,4,3,2,3,4,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,2,2,2,2,2,2,2,3,2,2,3,2,1,2,1,1,1,1,4,2,3,2,2,1,2,7,20,2,1,false,0,true,false,false,false,1,3
78,true,true,1,2,3,2,false,true,false,true,true,true,false,false,false,1,true,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,0,2,0,5,5,5,4,4,4,5,4,4,4,4,4,4,4,3,4,2,1,2,5,3,98,4,4,2,3,4,4,4,4,4,2,3,1,3,1,1,4,1,4,5,5,5,5,3,5,5,5,5,5,5,5,3,3,3,2,3,3,3,4,4,5,5,4,4,4,4,4,4,6,5,1,3,3,4,5,2,2,0,false,0,true,false,false,false,3,2
79,true,true,1,3,1,1,true,false,true,false,false,false,false,false,false,0,false,5,5,3,4,4,5,5,5,3,5,4,4,3,5,4,1,2,4,1,5,5,2,4,2,5,3,4,2,4,3,3,4,3,2,2,2,1,5,5,2,3,3,3,3,4,4,5,4,3,5,3,1,1,1,1,3,1,5,5,5,1,2,1,4,1,4,3,4,5,4,4,2,3,4,2,5,5,3,3,5,1,1,1,1,1,3,4,4,3,1,97,96,96,3,0,1,1,true,1,false,false,true,false,1,4
80,true,true,1,2,1,2,true,true,false,false,false,false,false,false,false,0,false,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,3,2,3,3,5,5,3,5,5,5,5,5,4,2,2,2,2,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,7,6,4,3,4,4,4,1,1,4,1,true,1,false,false,true,false,3,1
81,true,true,1,4,2,2,true,false,true,true,true,true,false,false,true,0,false,5,4,4,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,98,98,4,98,98,98,98,4,98,98,98,98,98,98,98,98,4,5,5,5,98,5,98,98,98,98,5,98,98,5,98,98,98,98,98,98,98,98,98,98,98,98,3,3,3,3,3,3,3,3,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,5,5,3,1,97,98,98,3,30,3,1,,99,false,false,true,false,3,1
82,true,true,1,2,1,3,true,true,true,true,true,false,true,true,true,0,false,2,3,3,5,4,5,5,4,4,5,4,4,4,5,3,1,1,3,4,3,4,4,4,4,5,4,4,4,5,5,4,4,4,4,2,1,1,1,2,2,2,2,1,2,4,2,4,3,4,4,4,2,2,2,1,4,2,5,4,4,4,5,4,5,4,5,4,5,4,4,3,3,4,3,3,4,3,4,4,5,3,5,5,5,4,4,9,11,4,3,4,5,4,5,12,4,1,true,1,true,false,false,false,1,5
83,true,true,1,4,4,4,true,false,false,true,true,true,false,false,false,1,false,3,4,4,1,1,3,2,3,3,4,3,4,5,5,5,4,4,2,4,4,4,1,1,3,1,1,1,1,1,3,1,3,1,1,1,2,3,98,98,98,98,98,98,3,5,5,5,5,98,5,98,1,1,1,1,3,1,3,4,4,2,1,1,2,2,1,1,3,2,3,1,1,1,3,2,4,3,1,1,5,3,3,3,4,1,1,4,4,3,3,5,5,5,3,15,2,0,false,0,false,false,false,true,1,95
84,true,true,1,3,2,4,true,true,false,true,false,false,false,false,false,1,true,4,4,3,2,2,3,4,4,5,5,3,3,3,3,3,2,1,3,4,4,5,3,4,3,5,4,5,98,4,4,4,5,4,4,1,2,1,4,98,98,5,98,4,2,98,2,3,4,98,3,4,2,5,2,1,98,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,5,5,5,5,4,1,2,5,4,3,1,2,3,3,4,3,2,2,2,3,5,2,1,false,0,true,false,false,false,3,1
85,true,true,1,1,4,3,true,false,false,true,true,true,false,false,false,1,false,3,3,3,4,4,4,4,4,3,5,4,4,5,5,4,3,4,4,5,5,5,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,4,4,4,3,3,3,3,2,3,2,3,2,3,4,4,3,3,3,3,4,4,4,4,4,4,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,4,9,3,1,3,96,96,6,20,4,1,false,0,false,false,false,true,1,4
86,true,true,1,1,3,1,true,false,true,true,false,false,true,true,false,0,false,3,3,3,2,2,2,2,2,2,3,2,2,3,4,3,3,2,2,3,4,4,2,2,1,1,3,2,1,3,3,3,3,2,3,3,3,2,4,3,3,3,3,3,4,4,3,4,4,3,4,4,2,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,2,1,3,1,2,2,2,2,2,2,1,1,3,3,2,2,3,1,1,5,5,3,2,4,4,4,5,10,2,0,true,0,false,false,false,true,1,3
87,true,true,1,2,4,2,true,false,false,true,true,true,false,false,false,1,false,3,4,4,3,3,3,3,2,2,4,3,4,4,4,3,2,3,2,2,3,3,3,3,4,3,4,3,2,4,3,3,3,4,3,3,3,4,4,5,3,5,5,5,5,5,5,4,3,3,5,4,3,3,3,4,2,4,2,4,4,3,2,1,3,2,2,3,3,2,3,3,1,2,2,3,3,3,2,3,3,1,2,2,1,1,1,6,5,4,1,5,4,4,8,10,1,0,true,0,false,false,false,true,3,2
88,true,true,1,4,2,2,true,true,true,true,true,true,true,true,true,1,true,5,4,4,4,4,4,4,4,4,4,5,4,4,5,4,3,4,3,5,5,4,4,5,4,5,4,5,5,5,4,4,4,4,4,2,1,1,2,3,3,4,2,2,2,2,4,4,3,4,2,2,1,2,1,1,4,1,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,1,4,4,4,4,4,5,5,5,4,4,3,3,8,8,2,3,1,1,1,3,25,2,0,false,0,true,false,false,false,1,4
89,true,true,1,4,2,1,false,false,false,false,false,false,false,false,false,0,false,3,4,4,2,2,2,3,3,3,4,2,4,5,5,3,3,2,1,2,3,2,3,3,3,3,4,4,98,4,4,3,4,2,4,2,2,2,1,3,98,4,4,5,3,4,4,4,4,3,3,4,1,1,1,1,3,5,5,1,4,2,2,1,2,1,1,2,2,2,2,3,3,3,3,3,5,4,3,3,5,1,2,2,3,1,2,2,2,3,1,3,3,3,1,50,1,1,true,0,false,true,false,false,2,1
90,true,true,1,2,4,2,true,true,true,false,false,true,false,true,false,0,false,2,2,2,4,3,3,5,4,4,5,5,5,5,5,5,1,5,1,5,3,4,5,5,5,5,1,5,5,5,5,4,5,4,3,1,1,1,5,3,98,5,3,5,3,5,1,5,5,5,4,5,1,1,1,1,5,1,5,5,5,5,5,1,4,4,4,4,4,4,4,4,1,1,1,2,5,4,5,5,4,4,2,2,4,1,4,4,7,5,2,3,2,3,7,20,3,0,true,0,false,false,false,true,2,95
91,true,true,1,1,3,4,true,false,false,false,false,false,false,false,false,0,false,3,3,3,2,2,2,3,3,1,5,1,1,5,5,3,3,3,4,3,3,1,2,3,4,3,4,2,2,3,3,2,3,3,2,3,4,2,5,98,98,3,98,98,98,4,3,3,4,98,4,4,2,2,2,2,98,2,98,2,2,2,2,2,1,1,1,1,2,1,2,1,2,3,3,4,4,4,3,3,5,3,5,4,3,3,3,6,8,3,2,90,98,98,3,1,4,1,false,0,true,false,false,false,1,95
92,true,true,1,3,4,3,false,false,true,true,true,true,false,false,true,0,false,4,5,3,2,2,2,3,2,2,4,4,3,4,4,3,3,3,3,1,2,1,3,3,4,4,4,98,98,4,4,98,4,98,98,98,98,98,4,98,98,98,98,98,98,4,3,4,3,98,3,4,1,1,1,98,98,98,1,4,3,2,2,1,1,1,1,1,2,1,2,4,3,3,3,1,4,4,2,3,4,2,1,1,2,1,3,4,10,3,1,3,2,3,8,5,4,0,true,0,false,false,false,true,1,95
93,true,true,1,1,4,3,true,false,false,true,false,true,false,false,false,0,false,3,4,3,2,2,4,4,3,3,5,2,2,3,5,3,3,2,4,2,2,2,4,4,4,5,4,4,4,4,4,3,3,3,2,4,4,4,5,5,4,4,98,4,4,5,5,5,5,3,4,4,2,2,2,4,4,4,3,3,4,4,3,2,4,5,4,4,4,4,4,2,1,1,2,2,3,3,2,2,4,4,4,4,4,4,4,6,9,3,2,4,4,4,3,15,4,0,false,0,false,false,false,true,1,5
94,true,true,1,4,3,1,false,true,false,false,false,false,true,false,false,1,false,5,5,4,5,4,4,5,5,3,4,3,4,5,5,5,3,3,2,5,4,5,3,4,4,3,4,4,4,4,4,4,4,4,5,2,1,2,4,3,3,3,4,4,3,2,4,4,3,5,2,2,1,98,3,1,98,1,98,5,4,5,5,98,5,4,3,5,5,5,5,3,3,3,3,2,4,4,4,3,4,4,5,5,5,5,5,6,5,4,2,3,3,3,1,1,1,1,false,0,false,false,false,false,3,1
95,true,true,1,1,1,1,false,true,false,false,false,false,false,false,false,0,false,3,3,3,2,2,2,3,3,2,5,4,4,4,5,4,1,1,1,1,1,1,1,1,4,2,4,2,1,3,4,2,2,2,3,3,1,4,1,4,3,5,3,5,3,4,4,5,4,2,5,5,1,1,1,1,4,1,4,5,4,2,2,1,4,2,2,1,3,2,5,1,1,1,1,4,4,4,1,1,5,1,5,2,4,1,3,5,6,2,2,5,5,5,4,20,1,1,true,1,false,false,true,false,3,1
96,true,true,1,4,2,2,true,true,true,true,false,true,true,false,true,0,false,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,3,4,4,4,2,2,3,4,98,98,4,3,5,3,4,3,4,4,98,2,2,1,1,1,2,3,2,4,4,4,4,3,3,2,2,3,3,4,3,3,1,2,2,1,2,4,2,1,2,4,2,3,3,3,3,2,5,11,4,2,4,4,3,7,4,3,0,true,0,true,false,false,false,3,3
97,true,true,1,2,1,2,true,true,false,false,false,false,false,true,false,0,false,2,2,3,2,3,3,4,4,4,4,4,4,3,3,2,2,2,3,4,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,2,2,2,2,3,3,4,3,4,2,4,3,2,3,3,2,3,2,4,2,2,3,2,4,4,4,4,4,2,3,4,4,3,4,3,5,3,3,3,1,3,3,2,3,4,3,2,5,4,4,4,4,4,5,4,1,2,2,2,2,15,1,0,true,1,false,false,true,false,2,4
98,true,true,1,2,2,4,true,true,false,false,false,false,false,false,false,0,true,4,4,4,3,3,3,5,5,5,5,4,4,5,5,5,4,4,4,5,4,5,4,4,4,3,4,4,3,4,3,3,3,4,3,3,3,3,3,98,98,4,98,4,98,4,4,4,5,98,3,3,1,1,1,1,98,1,5,5,5,4,5,98,5,4,4,4,4,4,5,1,3,3,3,4,4,4,4,4,5,3,5,5,4,4,4,7,9,3,3,97,96,4,5,15,3,1,true,1,true,false,false,false,1,5
99,true,true,1,1,3,4,true,true,false,false,false,true,true,true,false,1,false,4,4,4,4,3,4,5,5,4,5,3,5,5,5,4,3,3,3,3,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,2,1,3,3,3,4,4,3,2,3,4,4,5,4,3,3,5,1,2,2,1,3,1,3,4,5,4,3,3,4,5,4,5,4,4,5,3,2,2,3,4,5,4,3,4,4,4,5,5,3,2,2,2,8,4,4,97,98,98,4,10,3,0,true,1,true,false,false,false,2,3
100,true,true,1,3,1,1,false,true,true,true,true,false,true,true,true,1,false,4,5,3,3,3,3,3,4,2,2,3,4,5,5,5,4,4,3,2,5,3,2,3,4,4,2,4,4,4,4,4,4,3,3,3,4,2,1,3,98,4,3,4,5,1,4,3,5,3,2,4,2,2,2,1,4,2,5,4,4,4,4,3,5,5,3,4,4,3,4,1,2,2,2,2,4,2,2,3,4,4,3,3,3,2,4,,,4,1,2,4,3,6,15,2,0,true,1,true,false,false,false,3,1
101,true,true,1,2,3,1,false,true,false,true,false,false,false,false,false,0,false,5,5,4,4,4,4,5,5,4,5,5,5,5,5,4,2,4,3,4,3,4,4,5,5,5,98,98,3,4,98,98,98,3,3,98,3,98,98,98,98,4,98,98,98,5,5,5,4,98,4,5,98,2,2,3,98,98,3,3,4,3,3,98,5,3,3,2,5,5,5,2,2,2,2,4,4,4,3,3,5,5,5,5,5,3,5,4,3,3,3,3,3,3,8,20,1,1,false,0,true,false,false,false,3,1
102,true,true,1,3,4,2,true,true,false,true,false,true,false,true,false,0,false,2,4,3,2,3,2,5,5,5,5,5,5,5,5,4,3,2,3,2,4,4,3,4,4,5,3,4,4,4,3,2,3,3,2,3,4,3,5,98,3,5,4,5,4,5,5,5,3,3,5,4,2,2,2,2,4,1,4,4,4,98,4,98,3,3,3,3,4,4,4,2,2,1,1,2,4,3,3,3,3,3,2,2,2,2,2,4,7,3,2,2,1,2,2,7,1,0,false,0,false,false,false,true,3,1
103,true,true,1,1,2,1,false,false,false,true,true,false,false,true,false,0,true,4,4,4,2,2,2,3,3,2,3,3,3,5,4,3,3,3,1,3,4,2,5,1,4,1,98,4,1,4,4,4,4,4,98,98,1,1,1,5,4,5,98,5,98,5,5,5,5,98,5,5,1,1,1,2,3,2,3,5,5,3,2,2,5,5,4,4,5,4,5,1,1,3,1,5,5,5,1,3,5,2,5,5,4,4,1,6,9,5,3,4,4,4,6,45,3,1,true,0,false,true,false,false,4,3
104,true,true,1,4,1,1,false,true,false,true,true,false,false,false,true,1,true,4,3,4,3,3,3,3,3,3,3,3,4,3,5,3,1,4,2,2,2,2,4,4,3,2,98,4,4,4,5,3,4,4,4,3,1,3,1,4,98,4,2,2,2,4,2,5,2,4,3,4,1,1,1,1,3,1,5,4,5,4,4,3,3,3,2,2,4,3,3,2,2,1,1,3,4,3,1,2,2,1,5,2,4,1,1,5,5,4,1,90,3,96,3,50,3,0,true,1,true,false,false,false,2,3
105,true,true,1,1,2,1,true,true,false,false,false,true,false,false,false,0,false,3,3,3,2,2,1,2,2,2,4,4,4,4,4,3,1,1,3,1,3,2,2,1,1,2,3,3,3,4,3,3,5,5,4,3,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,2,2,2,1,3,3,3,5,5,4,4,1,4,3,3,3,4,1,4,4,1,2,3,3,4,4,2,1,2,2,3,2,3,3,3,5,6,2,1,97,96,98,8,20,2,1,true,1,false,false,true,false,2,95
106,true,true,1,1,3,1,true,false,false,true,false,false,false,false,false,0,false,2,2,2,3,2,3,4,4,2,5,4,4,3,4,4,1,2,1,2,2,2,3,4,3,5,4,98,98,3,4,98,98,98,98,3,4,98,3,4,98,98,98,4,3,4,3,3,4,98,4,3,3,3,3,2,98,2,4,2,3,2,3,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,3,3,6,6,2,3,2,2,3,6,10,1,1,true,0,false,false,true,false,2,2
