RESPNUM,CCGID,TERM,STRATA,ATYPE,AIRLINE,DEST,GATENUM,INTDATE,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3A,Q4A,Q4B,Q4C,Q5,Q5AVG,SAQ,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q6G,Q6H,Q6I,Q6J,Q6K,Q6L,Q6M,Q6N,Q7COM1,Q7COM2,Q7COM3,Q7A1,Q7A2,Q7A3,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8COM1,Q8COM2,Q8COM3,Q9,Q9APOS1,Q9APOS2,Q9APOS3,Q9ANEG1,Q9ANEG2,Q9ANEG3,Q9ANTR1,Q9ANTR2,Q9ANTR3,Q10,Q11,Q11A1,Q11A2,Q11A3,Q12,Q13A,Q13B,Q13_COM,Q13COM1,Q13COM2,Q13COM3,Q14,Q14A,Q14A1,Q14A2,Q14A3,Q15,SFFLAG,COUNTRY,Q17,AGE,Q18,Q19,INC,MAIL,LANG,DESTMARK,DESTINATION,DESTGEO,WEIGHT,Location 1
2890,3220,1,1,1,12,2,46,4,1,2,8,,,,,3,11,,,,,9,2,2,1,2,2,2,5,3,6,3,4,4,6,6,6,6,4,6,6,3,58,,,,,,5,6,5,6,5,5,,,,4,,,,,,,,,,2,,,,,11,4,4,,,,,2,,,,,3,4,62,2,21,2,1,25000,1,1,3,MINNEAPOLIS,3,1.013018,
2891,3221,1,1,1,12,2,46,4,2,1,8,,,,,5,11,,,,,9,2,2,1,4,9.5,2,5,5,5,5,5,5,5,5,4,4,4,6,6,5,91,,,,,,5,5,5,6,5,4,,,,5,2,1,,,,,,,,2,,,,,2,5,5,,,,,2,,,,,1,11,62,4,39.5,1,3,125000,1,1,3,MINNEAPOLIS,3,1.013018,
2892,3222,1,1,1,12,2,46,4,2,2,8,,,,,8,11,,,,,9,1,2,1,3,4.5,2,5,3,3,4,4,4,6,6,3,4,6,6,6,4,,,,,,,4,4,6,6,4,4,,,,5,,,,,,,,,,2,,,,,9,5,5,,,,,2,,,,,1,15,62,6,59.5,2,2,75000,1,1,3,MINNEAPOLIS,3,1.013018,
2893,3223,1,1,1,12,2,46,4,2,1,8,,,,,9,11,,,,,9,1,1,2,3,4.5,2,3,3,3,4,4,3,3,3,4,4,5,6,4,4,,,,,,,3,3,4,4,3,3,,,,4,,,,,,,,,,2,,,,,5,4,5,,,,,2,,,,,2,4,62,5,49.5,1,3,125000,1,1,3,MINNEAPOLIS,3,1.013018,
2894,3224,1,1,1,12,2,46,4,2,1,8,,,,,4,11,,,,,9,1,1,1,6,36,2,4,4,3,4,4,4,6,6,5,4,6,6,6,4,40,21,,,,,4,4,6,6,4,3,,,,5,,,,,,,,,,1,5,3,,,5,5,5,,,,,2,,,,,1,1,62,6,59.5,2,4,175000,1,1,3,MINNEAPOLIS,3,1.013018,
2895,3225,1,1,1,12,2,46,4,2,2,8,,,,,2,11,,,,,9,1,0,0,3,4.5,2,4,3,3,4,4,4,4,4,4,3,6,6,6,4,,,,,,,4,4,6,6,4,4,,,,4,5,,,,,,,,,2,,,,,6,5,0,,,,,2,,,,,1,12,62,7,75,1,4,175000,1,1,3,MINNEAPOLIS,3,1.013018,
2896,3185,3,2,1,28,2,86,3,1,2,8,,,,,3,11,,,,,9,2,2,2,3,4.5,1,5,5,5,4,5,5,6,6,5,6,5,6,3,5,34,,,,,,3,6,6,3,3,5,,,,5,5,,,,,,,,,2,,,,,11,5,4,,,,,2,,,,,3,4,62,6,59.5,1,4,175000,1,1,2,WASHINGTON-D,2,1.592296,
2897,3186,3,2,1,28,2,86,3,1,1,8,,,,,3,11,,,,,9,2,2,2,4,9.5,1,5,5,5,4,4,4,4,4,4,6,4,6,4,5,72,,,,,,4,6,5,5,5,5,,,,5,,,,,,,,,,2,,,,,11,5,6,,,,,2,,,,,3,4,62,6,59.5,2,2,75000,1,1,2,WASHINGTON-D,2,1.592296,
2898,3187,3,2,1,28,2,86,3,2,1,8,,,,,9,11,,,,,9,1,1,2,4,9.5,1,4,4,3,4,4,4,6,6,3,6,2,6,3,4,,,,,,,4,6,4,3,4,3,,,,5,,,,,,,,,,2,,,,,2,4,4,,,,,2,,,,,2,4,62,3,29.5,1,0,,1,1,2,WASHINGTON-D,2,1.592296,
2899,3188,3,2,1,28,2,86,3,1,2,8,,,,,3,11,,,,,9,2,1,1,1,1,1,6,4,6,4,5,3,6,6,6,6,6,6,6,4,,,,,,,4,6,6,6,4,4,,,,4,,,,,,,,,,2,,,,,11,4,6,,,,,1,,6,,,3,4,62,7,75,1,4,175000,1,1,2,WASHINGTON-D,2,1.592296,
2900,3189,3,2,1,28,2,86,3,2,3,8,,,,,2,11,,,,,9,2,1,2,3,4.5,1,5,3,3,5,5,5,6,6,3,4,5,6,4,4,70,5,6,,,,3,4,5,3,3,4,,,,5,1,,,,,,,,,1,4,5,10,,5,5,5,,,,,2,,,,,2,4,62,4,39.5,2,3,125000,1,1,2,WASHINGTON-D,2,1.592296,
2901,3190,3,2,1,28,2,86,3,1,3,8,,,,,3,11,,,,,9,1,2,1,3,4.5,1,4,4,5,5,4,3,6,6,4,4,6,6,6,4,58,54,,,,,5,6,6,6,5,5,,,,5,2,,,,,,,,,2,,,,,11,3,5,,,,,1,,3,1,,3,4,2,3,29.5,2,2,75000,1,1,2,WASHINGTON-D,2,1.592296,
2902,3191,3,2,1,28,2,86,3,1,2,8,,,,,3,11,,,,,9,2,2,1,2,2,2,4,4,4,4,4,4,4,4,6,6,6,6,6,4,,,,,,,5,6,6,6,4,4,,,,5,,,,,,,,,,2,,,,,11,5,6,,,,,2,,,,,3,4,62,3,29.5,2,3,125000,1,1,2,WASHINGTON-D,2,1.592296,
2903,3192,3,2,1,28,2,86,3,1,8,,,,,,3,11,,,,,9,0,1,1,1,1,2,5,5,6,5,5,5,6,6,6,6,6,6,6,5,40,,,,,,3,6,6,6,5,5,,,,5,5,,,,,,,,,2,,,,,11,5,6,,,,,2,,,,,3,4,62,5,49.5,2,2,75000,1,1,2,WASHINGTON-D,2,1.592296,
2904,3193,3,2,1,28,2,86,3,2,1,8,,,,,9,11,,,,,9,2,1,2,4,9.5,2,4,4,3,4,4,3,3,3,4,4,4,4,5,4,91,50,,,,,4,4,5,5,5,4,,,,5,5,,,,,,,,,2,,,,,1,5,5,,,,,2,,,,,1,10,62,5,49.5,1,3,125000,1,1,2,WASHINGTON-D,2,1.592296,
2905,3194,3,2,1,28,2,86,3,1,3,8,,,,,3,11,,,,,9,1,1,1,1,1,2,5,5,4,5,5,5,6,6,6,6,6,6,6,5,39,,,,,,3,6,6,6,4,4,,,,5,,,,,,,,,,2,,,,,11,5,5,,,,,2,,,,,3,4,62,4,39.5,2,3,125000,1,1,2,WASHINGTON-D,2,1.592296,
2906,3195,3,2,1,28,2,86,3,2,5,8,,,,,6,11,,,,,9,1,1,1,1,1,2,4,4,4,4,4,4,4,4,6,6,6,6,6,4,,,,,,,4,6,6,6,4,4,,,,5,1,4,,,,,,,,0,,,,,12,0,0,,,,,0,,,,,0,5,0,0,,0,0,,1,1,2,WASHINGTON-D,2,1.592296,
2907,3196,3,2,1,28,2,86,3,2,6,8,,,,,2,11,,,,,9,2,2,2,1,1,2,6,6,3,4,4,4,6,6,6,6,6,6,6,4,,,,,,,3,6,6,6,6,4,,,,4,,,,,,,,,,2,,,,,9,5,6,,,,,2,,,,,2,4,62,7,75,1,2,75000,1,1,2,WASHINGTON-D,2,1.592296,
2908,3197,3,2,1,28,2,86,3,1,2,8,,,,,3,11,,,,,9,0,0,1,1,1,2,4,4,3,4,4,4,6,6,6,6,6,6,6,4,9,,,,,,3,6,6,6,3,3,,,,5,1,,,,,,,,,2,,,,,11,5,6,,,,,2,,,,,3,4,62,5,49.5,1,3,125000,1,1,2,WASHINGTON-D,2,1.592296,
2909,3198,3,2,1,28,2,86,3,2,2,8,,,,,5,11,,,,,9,0,1,0,1,1,2,5,4,5,5,5,5,5,5,0,0,5,0,5,5,,,,,,,5,0,5,5,5,5,,,,5,,,,,,,,,,1,5,4,6,,5,5,5,,,,,2,,,,,2,4,62,5,49.5,2,4,175000,1,1,2,WASHINGTON-D,2,1.592296,
2910,3199,3,2,1,28,2,86,3,2,2,8,,,,,2,11,,,,,9,1,0,1,1,1,2,4,5,6,5,4,5,0,4,6,6,5,6,6,5,,,,,,,5,6,5,6,5,5,,,,5,2,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,4,59,6,59.5,1,2,75000,1,1,2,WASHINGTON-D,2,1.592296,
2911,3200,3,2,1,28,2,86,3,1,3,8,,,,,3,11,,,,,9,1,2,1,2,2,2,5,5,5,5,5,5,5,5,6,6,6,6,6,5,,,,,,,5,6,6,6,5,5,,,,5,4,,,,,,,,,2,,,,,11,6,6,,,,,2,,,,,3,4,62,6,59.5,2,2,75000,1,1,2,WASHINGTON-D,2,1.592296,
2912,3201,3,2,1,28,2,86,3,1,6,8,,,,,3,11,,,,,9,2,1,1,3,4.5,2,4,4,4,4,4,3,6,6,6,6,6,6,6,4,,,,,,,5,6,6,6,5,5,,,,5,,,,,,,,,,3,,,,,11,4,6,,,,,2,,,,,3,4,62,3,29.5,2,3,125000,1,1,2,WASHINGTON-D,2,1.592296,
2913,3202,3,2,1,28,2,86,3,1,3,8,,,,,3,11,,,,,9,0,1,1,1,1,2,3,3,2,4,4,2,3,3,6,6,6,6,6,3,90,,,,,,4,6,6,6,4,3,,,,4,1,,,,,,,,,2,,,,,11,3,4,,,,,2,,,,,3,4,62,3,29.5,1,1,25000,1,1,2,WASHINGTON-D,2,1.592296,
2914,3202,3,2,1,28,2,86,3,1,1,8,,,,,3,11,,,,,9,2,2,1,4,9.5,2,5,4,3,3,4,4,4,4,4,4,3,3,3,4,70,,,,,,5,5,5,5,5,5,,,,5,,,,,,,,,,0,,,,,11,5,3,,,,,2,,,,,3,3,62,6,59.5,0,4,175000,1,1,2,WASHINGTON-D,2,1.592296,
2915,3204,3,2,1,28,2,86,3,1,1,2,8,,,,3,11,,,,,9,2,2,2,1,1,2,4,6,6,5,5,5,6,5,6,6,6,6,6,5,,,,,,,4,6,6,6,6,4,,,,5,,,,,,,,,,2,,,,,11,5,6,,,,,2,,,,,3,4,62,5,49.5,1,3,125000,1,1,2,WASHINGTON-D,2,1.592296,
2916,3205,3,2,1,28,2,86,3,1,2,8,,,,,3,11,,,,,9,1,0,1,1,1,2,6,5,4,1,4,2,6,6,6,6,6,6,6,4,,,,,,,4,6,6,6,4,4,,,,4,,,,,,,,,,2,,,,,11,2,2,,,,,0,,,,,3,5,0,3,29.5,2,0,,1,1,2,WASHINGTON-D,2,1.592296,
2917,3155,1,3,1,29,2,28,3,2,3,8,,,,,6,11,,,,,9,2,2,2,1,1,1,6,6,6,5,6,6,6,6,6,6,6,6,6,5,92,,,,,,4,6,6,6,3,3,,,,4,5,,,,,,,,,2,,,,,3,4,4,,,,,2,,,,,2,4,62,7,75,2,1,25000,1,1,4,LAS VEGAS,1,1.013018,
2918,3156,1,3,1,29,2,28,3,2,2,8,,,,,6,11,,,,,9,1,2,1,2,2,1,6,3,3,5,5,5,6,6,6,6,6,6,6,3,6,7,10,,,,2,6,6,6,2,3,,,,5,5,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,4,8,5,49.5,1,1,25000,1,1,4,LAS VEGAS,1,1.013018,
2919,3157,1,3,1,29,2,28,3,2,2,8,,,,,2,11,,,,,9,2,2,1,1,1,1,3,4,4,5,6,4,6,6,4,6,5,6,4,4,40,,,,,,3,6,4,3,4,4,,,,5,1,2,,,,,,,,2,,,,,5,5,4,,,,,2,,,,,2,4,60,6,59.5,2,2,75000,1,1,4,LAS VEGAS,1,1.013018,
2920,3158,1,3,1,29,2,28,3,2,2,8,,,,,5,11,,,,,9,2,2,1,1,1,1,5,5,4,5,5,5,4,4,5,6,5,6,6,5,21,6,,,,,4,6,4,6,5,5,,,,5,1,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,4,62,5,49.5,1,1,25000,1,1,4,LAS VEGAS,1,1.013018,
2921,3159,1,3,1,29,2,28,3,2,2,3,8,,,,2,11,,,,,9,1,1,1,1,1,1,6,5,5,5,5,5,5,5,5,6,6,6,6,5,40,,,,,,4,6,6,6,5,5,,,,5,2,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,4,62,5,49.5,2,2,75000,1,1,4,LAS VEGAS,1,1.013018,
2922,3160,1,3,1,29,2,28,3,2,2,8,,,,,2,11,,,,,9,1,2,2,2,2,1,4,4,4,4,4,4,6,6,4,4,4,4,5,4,95,1,75,,,,4,4,6,5,4,3,,,,5,2,,,,,,,,,2,,,,,6,4,4,,,,,2,,,,,1,12,62,4,39.5,2,2,75000,1,2,4,LAS VEGAS,1,1.013018,
2923,3161,1,3,1,29,2,28,3,2,2,8,,,,,4,5,11,,,,9,0,1,0,1,1,2,4,3,3,4,5,4,4,4,4,6,4,6,6,4,,,,,,,4,6,4,6,3,3,,,,5,,,,,,,,,,0,,,,,22,5,5,,,,,2,,,,,2,4,60,3,29.5,1,0,,1,1,4,LAS VEGAS,1,1.013018,
2924,3162,1,3,1,29,2,28,3,2,2,8,,,,,4,11,,,,,9,2,2,1,1,1,2,4,3,3,4,4,4,4,4,4,6,4,6,6,4,,,,,,,5,6,5,6,5,4,,,,5,,,,,,,,,,1,4,6,9,,5,5,5,,,,,2,,,,,2,4,60,3,29.5,2,0,,1,1,4,LAS VEGAS,1,1.013018,
2925,3163,1,3,1,29,2,28,3,2,1,8,,,,,5,11,,,,,9,1,1,2,2,2,2,6,6,4,5,5,5,5,5,5,6,5,2,6,4,,,,,,,5,6,5,6,6,4,,,,5,6,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,4,62,3,29.5,2,1,25000,1,1,4,LAS VEGAS,1,1.013018,
2926,3164,1,3,1,29,2,28,3,2,1,8,,,,,5,11,,,,,9,1,1,1,1,1,2,3,2,2,4,3,3,3,3,4,3,2,3,2,3,75,,,,,,4,5,4,6,3,2,,,,3,,,,,,,,,,2,,,,,12,4,1,,,,,3,,,,,2,4,62,2,21,2,4,175000,1,1,4,LAS VEGAS,1,1.013018,
2927,3165,1,3,1,29,2,28,3,2,2,8,,,,,5,11,,,,,9,2,2,1,1,1,2,6,6,6,3,3,3,6,6,6,6,6,6,6,3,,,,,,,5,6,6,6,3,6,,,,4,,,,,,,,,,2,,,,,12,3,3,,,,,2,,,,,2,4,60,5,49.5,1,0,,1,1,4,LAS VEGAS,1,1.013018,
2928,3166,1,3,1,29,2,28,3,2,1,8,,,,,5,11,,,,,9,1,1,1,1,1,2,3,3,3,4,4,4,6,6,4,6,6,6,6,4,75,25,,,,,4,6,6,6,4,3,,,,3,,,,,,,18,,,2,,,,,5,3,2,,1,12,,2,,,,,2,4,62,4,39.5,2,2,75000,1,1,4,LAS VEGAS,1,1.013018,
2929,3167,1,3,1,29,2,28,3,2,2,8,,,,,5,11,,,,,9,2,2,1,1,1,2,3,3,3,3,3,4,3,3,6,6,5,6,6,3,,,,,,,4,6,3,6,3,6,,,,3,,,,,,,,,,1,3,,,,12,3,4,,,,,2,,,,,2,4,60,5,49.5,2,0,,1,1,4,LAS VEGAS,1,1.013018,
2930,3168,1,3,1,29,2,28,3,2,2,8,,,,,4,11,,,,,9,2,1,1,1,1,2,2,2,2,3,3,4,6,6,3,6,6,6,6,3,50,7,,,,,4,6,6,6,2,2,,,,4,2,,,,,,,,,2,,,,,5,3,3,,,,,2,,,,,2,4,60,3,29.5,2,2,75000,1,1,4,LAS VEGAS,1,1.013018,
2931,3169,1,3,1,29,2,28,3,0,2,8,,,,,6,11,,,,,9,1,2,1,1,1,2,6,3,6,3,5,5,6,6,5,6,6,6,6,4,,,,,,,5,6,6,6,5,5,,,,1,,,,,,,,,,2,,,,,12,0,0,,,,,0,,,,,0,5,0,0,,0,0,,1,1,4,LAS VEGAS,1,1.013018,
2932,3170,1,3,1,29,2,28,3,2,2,8,,,,,9,11,,,,,9,1,2,1,3,4.5,2,4,4,4,4,4,4,4,4,4,6,4,6,5,4,,,,,,,4,6,5,4,4,4,,,,5,,,,,,,,,,2,,,,,5,4,4,,,,,1,,3,,,2,4,10,3,29.5,1,3,125000,1,1,4,LAS VEGAS,1,1.013018,
2933,3171,1,3,1,29,2,28,3,2,8,,,,,,2,11,,,,,9,2,2,0,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,,,,,,,5,5,5,5,5,5,,,,3,,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,4,62,2,21,1,1,25000,1,1,4,LAS VEGAS,1,1.013018,
2934,3172,1,3,1,29,2,28,3,2,2,8,,,,,2,11,,,,,9,1,0,0,5,18.5,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,90,50,,,,,4,4,4,4,4,4,,,,5,,,,,,,,,,2,,,,,6,5,3,,,,,2,,,,,2,3,62,3,29.5,1,1,25000,1,1,4,LAS VEGAS,1,1.013018,
2935,3173,1,3,1,29,2,28,3,2,1,2,8,,,,2,11,,,,,9,2,0,0,1,1,2,6,6,6,4,5,4,4,4,4,5,4,6,6,4,,,,,,,5,5,5,6,6,5,,,,4,,,,,,,,,,1,5,,,,1,3,3,,,,,2,,,,,2,4,12,4,39.5,1,2,75000,1,3,4,LAS VEGAS,1,1.013018,
2936,3174,1,3,1,29,2,28,3,2,2,8,,,,,2,11,,,,,9,2,2,2,2,2,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,,,,,,,5,6,6,6,6,5,,,,5,,,,,,,,,,2,,,,,6,5,5,,,,,2,,,,,1,1,62,6,59.5,2,0,,1,4,4,LAS VEGAS,1,1.013018,
2937,2939,2,3,2,9,3,4,5,2,1,8,,,,,1,11,,,,,2,1,2,2,3,4.5,1,3,3,6,4,4,5,6,5,5,2,6,6,6,4,35,51,50,,,,5,6,6,6,5,5,,,,5,2,,,,,,,,,2,,,,,7,5,5,,,,,2,,,,,1,13,62,2,21,1,0,,1,1,4,LONDON-HEATH,6,0.636476,
2938,2940,2,3,2,9,3,4,5,2,2,8,,,,,5,11,,,,,9,1,2,2,1,1,1,3,6,6,5,5,6,6,6,5,4,6,4,4,4,40,,,,,,5,6,6,5,6,5,,,,5,,,,,,,,,,2,,,,,15,5,5,,,,,2,,,,,4,3,62,7,75,1,0,,1,1,4,LONDON-HEATH,6,0.636476,
2939,2941,2,3,2,9,3,4,5,2,1,8,,,,,9,11,,,,,9,1,2,2,2,2,1,4,6,4,5,5,4,6,6,6,6,4,6,5,4,,,,,,,4,6,4,5,6,4,,,,5,1,,,,,,,,,2,,,,,17,5,5,,15,,,2,,,,,2,4,21,3,29.5,1,2,75000,1,1,4,LONDON-HEATH,6,0.636476,
2940,2942,2,3,2,9,3,4,5,2,6,8,,,,,2,11,,,,,9,1,2,2,2,2,1,6,3,3,4,4,4,3,3,3,4,6,6,6,4,50,74,,,,,4,6,6,6,3,4,,,,4,,,,,,,,,,2,,,,,1,5,3,,,,,2,,,,,2,4,60,5,49.5,2,0,,1,1,4,LONDON-HEATH,6,0.636476,
2941,2943,2,3,2,9,3,4,5,2,2,8,,,,,2,11,,,,,9,1,2,2,3,4.5,1,5,2,2,4,5,5,4,4,6,6,6,6,6,3,6,7,,,,,5,6,6,6,4,5,,,,5,1,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,1,1,62,7,75,2,3,125000,1,1,4,LONDON-HEATH,6,0.636476,
2942,2944,2,3,2,9,3,4,5,2,2,8,,,,,9,11,,,,,9,1,1,1,1,1,1,6,3,5,5,5,5,6,6,3,6,5,6,4,4,74,56,,,,,3,6,4,3,3,4,,,,4,,,,,,,,,,2,,,,,22,5,2,,1,4,,2,,,,,2,4,60,6,59.5,2,0,,1,1,4,LONDON-HEATH,6,0.636476,
2943,2945,2,3,2,9,3,4,5,2,3,8,,,,,2,11,,,,,9,1,2,1,2,2,1,3,3,3,5,3,5,6,6,5,5,5,6,6,4,7,,,,,,5,5,3,6,5,5,,,,5,1,,,,,,,,,2,,,,,8,5,5,,,,,2,,,,,1,17,62,3,29.5,2,1,25000,1,1,4,LONDON-HEATH,6,0.636476,
2944,2946,2,3,2,9,3,4,5,2,2,8,,,,,8,11,,,,,9,1,2,1,1,1,1,6,4,6,4,4,4,6,6,6,6,6,6,6,4,,,,,,,5,6,6,6,5,5,,,,3,,,,,,,8,,,2,,,,,2,5,4,,,,,2,,,,,1,3,62,7,75,1,0,,1,1,4,LONDON-HEATH,6,0.636476,
2945,2947,2,3,2,9,3,4,5,1,3,8,,,,,3,11,,,,,9,1,2,2,1,1,2,5,3,4,4,4,5,4,4,6,6,6,6,6,4,,,,,,,5,6,6,6,5,5,,,,4,,,,,,,,,,2,,,,,11,4,3,,,,,2,,,,,3,4,20,3,29.5,1,1,25000,1,1,4,LONDON-HEATH,6,0.636476,
2946,2948,2,3,2,9,3,4,5,2,2,8,,,,,1,11,,,,,2,1,2,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,,,,,,4,4,4,4,4,4,,,,5,5,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,4,29,4,39.5,1,4,175000,1,1,4,LONDON-HEATH,6,0.636476,
2947,2949,2,3,2,9,3,4,5,2,3,8,,,,,1,11,,,,,4,1,2,2,3,4.5,2,4,4,4,4,4,4,4,4,4,4,4,6,6,4,,,,,,,3,6,3,3,3,3,,,,4,,,,,,,,,,2,,,,,7,4,4,,,,,2,,,,,1,13,62,5,49.5,1,4,175000,1,1,4,LONDON-HEATH,6,0.636476,
2948,2950,2,3,2,9,3,4,5,2,2,8,,,,,2,11,,,,,9,1,1,1,3,4.5,2,6,4,4,5,5,5,6,6,5,4,6,3,6,4,,,,,,,4,4,6,6,4,4,,,,5,,,,,,,,,,2,,,,,7,4,3,,,,,2,,,,,1,13,62,3,29.5,1,0,,1,1,4,LONDON-HEATH,6,0.636476,
2949,2951,2,3,2,9,3,4,5,2,6,8,,,,,5,11,,,,,9,1,1,2,1,1,2,3,6,2,4,6,3,6,6,6,6,6,6,6,4,,,,,,,4,6,6,6,6,5,,,,3,,,,,,,,,,2,,,,,5,6,3,,,,,2,,,,,2,4,21,3,29.5,1,2,75000,1,1,4,LONDON-HEATH,6,0.636476,
2950,2952,2,3,2,9,3,4,5,2,2,8,,,,,6,11,,,,,9,1,1,1,1,1,2,3,4,4,4,4,4,4,4,6,6,6,6,6,4,,,,,,,4,6,6,6,6,4,,,,4,,,,,,,,,,2,,,,,2,3,3,,,,,2,,,,,1,11,62,7,75,2,0,,1,1,4,LONDON-HEATH,6,0.636476,
2951,2953,2,3,2,9,3,4,5,2,2,8,,,,,9,11,,,,,9,1,2,1,1,1,2,3,2,2,3,3,3,3,3,3,3,3,6,3,3,6,,,,,,4,0,4,4,4,4,,,,5,,,,,,,,,,2,,,,,24,4,2,,,,,2,,,,,2,4,60,7,75,1,3,125000,1,1,4,LONDON-HEATH,6,0.636476,
2952,2954,2,3,2,9,3,4,5,2,2,8,,,,,4,11,,,,,9,1,0,0,3,4.5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,0,0,0,0,0,0,,,,4,,,,,,,,,,1,1,12,,,1,4,2,,,,,1,,12,,,1,10,62,7,75,1,0,,1,1,4,LONDON-HEATH,6,0.636476,
2953,2955,2,3,2,9,3,4,5,2,2,8,,,,,9,11,,,,,9,1,1,1,1,1,2,4,3,3,4,4,4,4,4,4,4,4,6,4,4,6,7,,,,,4,4,4,4,4,4,,,,4,,,,,,,,,,2,,,,,5,5,3,,,,,2,,,,,2,4,60,3,29.5,1,2,75000,1,1,4,LONDON-HEATH,6,0.636476,
2954,2956,2,3,2,9,3,4,5,2,2,8,,,,,2,11,,,,,9,1,2,2,1,1,2,6,6,0,4,5,4,6,6,5,6,6,6,6,5,,,,,,,5,6,6,6,5,5,,,,5,4,,,,,,,,,2,,,,,30,5,5,,,,,2,,,,,2,3,62,7,75,1,2,75000,1,1,4,LONDON-HEATH,6,0.636476,
2955,2957,2,3,2,9,3,4,5,2,3,8,,,,,2,11,,,,,9,2,1,2,3,4.5,2,5,5,2,4,4,4,6,6,4,5,6,6,6,5,7,,,,,,5,5,6,6,6,5,,,,5,4,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,1,1,62,6,59.5,2,2,75000,1,1,4,LONDON-HEATH,6,0.636476,
2956,2958,2,3,2,9,3,4,5,2,2,8,,,,,2,11,,,,,9,1,1,1,1,1,2,5,4,3,5,5,4,4,4,5,5,5,5,5,4,,,,,,,5,5,5,5,5,5,,,,4,,,,,,,,,,2,,,,,8,4,4,,,,,2,,,,,1,17,62,3,29.5,1,2,75000,1,1,4,LONDON-HEATH,6,0.636476,
2957,2959,2,3,2,9,3,4,5,2,2,8,,,,,9,11,,,,,9,1,2,2,1,1,2,3,3,3,4,4,4,6,6,4,6,4,6,4,4,,,,,,,5,6,5,5,5,5,,,,5,,,,,,,,,,2,,,,,5,5,5,,,,,2,,,,,2,4,3,2,21,1,1,25000,1,1,4,LONDON-HEATH,6,0.636476,
2958,2960,2,3,2,9,3,4,5,2,2,8,,,,,9,11,,,,,9,1,0,0,1,1,2,5,5,4,4,5,5,4,4,4,4,6,6,4,4,,,,,,,5,3,6,4,5,5,,,,5,,,,,,,,,,1,4,4,,,4,5,5,,,,,2,,,,,1,16,62,3,29.5,1,3,125000,1,1,4,LONDON-HEATH,6,0.636476,
2959,2961,2,3,2,9,3,4,5,2,2,8,,,,,6,11,,,,,9,1,0,1,1,1,2,3,2,3,3,3,3,0,0,6,6,6,6,6,4,,,,,,,4,6,6,6,3,4,,,,3,,,,,,,,,,2,,,,,12,3,3,,,,,2,,,,,2,4,60,6,59.5,2,0,,1,1,4,LONDON-HEATH,6,0.636476,
2960,2962,2,3,2,9,3,4,5,2,5,8,,,,,9,11,,,,,9,1,1,1,1,1,2,4,3,2,3,4,4,3,3,3,6,5,6,5,4,,,,,,,4,6,5,4,3,0,,,,5,4,1,,,,,,,,2,,,,,12,4,4,,1,,,2,,,,,2,4,60,4,39.5,1,2,75000,1,1,4,LONDON-HEATH,6,0.636476,
2961,2963,2,3,2,9,3,4,5,2,2,8,,,,,6,11,,,,,9,1,1,1,1,1,2,3,2,2,3,3,3,3,3,6,6,6,6,6,2,6,7,39,,,,5,6,6,6,3,3,,,,3,,,,,,,,,,2,,,,,5,3,3,,,,,2,,,,,2,4,60,3,29.5,2,0,,1,1,4,LONDON-HEATH,6,0.636476,
2962,2964,2,3,2,9,3,4,5,2,2,8,,,,,2,11,,,,,9,1,2,2,3,4.5,2,5,3,3,4,5,4,4,4,4,3,4,4,0,4,35,,,,,,5,4,4,0,4,5,,,,5,,,,,,,,,,1,4,,,,5,5,4,,,,,2,,,,,1,1,62,7,75,1,0,,1,1,4,LONDON-HEATH,6,0.636476,
2963,2965,2,3,2,9,3,4,5,2,4,8,,,,,1,11,,,,,2,1,2,2,3,4.5,2,4,3,3,5,5,4,4,4,5,4,6,6,6,4,,,,,,,5,5,5,5,5,5,,,,5,,,,,,,,,,2,,,,,7,5,4,,,,,2,,,,,1,13,62,2,21,2,4,175000,1,1,4,LONDON-HEATH,6,0.636476,
2964,2966,2,3,2,9,3,4,5,2,1,8,,,,,6,11,,,,,9,1,2,2,1,1,2,3,6,6,3,3,3,6,3,6,6,6,6,6,3,,,,,,,2,6,6,6,6,2,,,,3,,,,,,,,,,2,,,,,5,5,4,,,,,2,,,,,2,4,39,4,39.5,1,2,75000,1,1,4,LONDON-HEATH,6,0.636476,
